260.940811	260.940811	0.00	260.940811	0.00	2745.238832	0.00	2745.238832	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	0.00	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	2802.687717	260.940811	260.940811	0.00	0.00	260.940811	0.00	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	260.940811	260.940811	0.00	0.00	0.00	0.00	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2745.238832	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2802.687717	2745.238832
260.940811	260.940811	0.00	260.940811	0.00	2745.238832	0.00	2745.238832	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	0.00	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	2802.687717	260.940811	260.940811	0.00	0.00	260.940811	0.00	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	260.940811	260.940811	0.00	0.00	0.00	0.00	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2745.238832	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2802.687717	2745.238832
260.940811	260.940811	0.00	260.940811	0.00	2745.238832	0.00	2745.238832	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	0.00	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	2802.687717	260.940811	260.940811	0.00	0.00	260.940811	0.00	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	260.940811	260.940811	0.00	0.00	0.00	0.00	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2745.238832	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2802.687717	2745.238832
260.940811	260.940811	0.00	260.940811	0.00	2745.238832	0.00	2745.238832	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	0.00	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	2802.687717	260.940811	260.940811	0.00	0.00	260.940811	0.00	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	260.940811	260.940811	0.00	0.00	0.00	0.00	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2745.238832	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2802.687717	2745.238832
0.00	0.00	260.940811	0.00	260.940811	2488.087338	260.940811	2488.087338	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	260.940811	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	2546.620570	0.00	0.00	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	0.00	0.00	260.940811	260.940811	260.940811	260.940811	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2488.087338	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2546.620570	2488.087338
260.940811	260.940811	0.00	260.940811	0.00	2745.238832	0.00	2745.238832	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	0.00	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	2802.687717	260.940811	260.940811	0.00	0.00	260.940811	0.00	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	260.940811	260.940811	0.00	0.00	0.00	0.00	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2745.238832	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2802.687717	2745.238832
260.940811	260.940811	0.00	260.940811	0.00	2745.238832	0.00	2745.238832	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	0.00	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	2802.687717	260.940811	260.940811	0.00	0.00	260.940811	0.00	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	260.940811	260.940811	0.00	0.00	0.00	0.00	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2745.238832	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2802.687717	2745.238832
260.940811	260.940811	0.00	260.940811	0.00	2745.238832	0.00	2745.238832	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	0.00	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	2802.687717	260.940811	260.940811	0.00	0.00	260.940811	0.00	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	260.940811	260.940811	0.00	0.00	0.00	0.00	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2745.238832	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2802.687717	2745.238832
0.00	0.00	260.940811	0.00	260.940811	2488.087338	260.940811	2488.087338	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	260.940811	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	2546.620570	0.00	0.00	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	0.00	0.00	260.940811	260.940811	260.940811	260.940811	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2488.087338	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2546.620570	2488.087338
0.00	0.00	260.940811	0.00	260.940811	2488.087338	260.940811	2488.087338	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	260.940811	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	2546.620570	0.00	0.00	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	0.00	0.00	260.940811	260.940811	260.940811	260.940811	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2488.087338	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2546.620570	2488.087338
260.940811	260.940811	0.00	260.940811	0.00	2745.238832	0.00	2745.238832	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	0.00	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	2802.687717	260.940811	260.940811	0.00	0.00	260.940811	0.00	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	260.940811	260.940811	0.00	0.00	0.00	0.00	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2745.238832	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2802.687717	2745.238832
260.940811	260.940811	0.00	260.940811	0.00	2745.238832	0.00	2745.238832	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	0.00	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	2802.687717	260.940811	260.940811	0.00	0.00	260.940811	0.00	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	260.940811	260.940811	0.00	0.00	0.00	0.00	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2745.238832	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2802.687717	2745.238832
260.940811	260.940811	0.00	260.940811	0.00	2745.238832	0.00	2745.238832	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	0.00	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	2802.687717	260.940811	260.940811	0.00	0.00	260.940811	0.00	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	260.940811	260.940811	0.00	0.00	0.00	0.00	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2745.238832	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2802.687717	2745.238832
260.940811	260.940811	0.00	260.940811	0.00	2745.238832	0.00	2745.238832	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	0.00	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	2802.687717	260.940811	260.940811	0.00	0.00	260.940811	0.00	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	260.940811	260.940811	0.00	0.00	0.00	0.00	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2745.238832	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2802.687717	2745.238832
0.00	0.00	260.940811	0.00	260.940811	2488.087338	260.940811	2488.087338	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	260.940811	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	2546.620570	0.00	0.00	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	0.00	0.00	260.940811	260.940811	260.940811	260.940811	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2488.087338	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2546.620570	2488.087338
0.00	0.00	260.940811	0.00	260.940811	2488.087338	260.940811	2488.087338	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	260.940811	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	2546.620570	0.00	0.00	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	0.00	0.00	260.940811	260.940811	260.940811	260.940811	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2488.087338	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2546.620570	2488.087338
0.00	0.00	260.940811	0.00	260.940811	2488.087338	260.940811	2488.087338	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	260.940811	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	2546.620570	0.00	0.00	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	0.00	0.00	260.940811	260.940811	260.940811	260.940811	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2488.087338	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2546.620570	2488.087338
260.940811	260.940811	0.00	260.940811	0.00	2745.238832	0.00	2745.238832	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	0.00	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3312.526753	3547.413482	2802.687717	260.940811	260.940811	0.00	0.00	260.940811	0.00	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	260.940811	260.940811	0.00	0.00	0.00	0.00	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2745.238832	2745.238832	2745.238832	2745.238832	2802.687717	2802.687717	2745.238832	2802.687717	2745.238832
0.00	0.00	260.940811	0.00	260.940811	2488.087338	260.940811	2488.087338	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	260.940811	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	2546.620570	0.00	0.00	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	0.00	0.00	260.940811	260.940811	260.940811	260.940811	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2488.087338	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2546.620570	2488.087338
0.00	0.00	260.940811	0.00	260.940811	2488.087338	260.940811	2488.087338	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	260.940811	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	2546.620570	0.00	0.00	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	0.00	0.00	260.940811	260.940811	260.940811	260.940811	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2488.087338	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2546.620570	2488.087338
0.00	0.00	260.940811	0.00	260.940811	2488.087338	260.940811	2488.087338	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	260.940811	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3162.491241	3471.796280	2546.620570	0.00	0.00	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	260.940811	0.00	260.940811	260.940811	260.940811	0.00	0.00	260.940811	260.940811	260.940811	260.940811	0.00	0.00	0.00	260.940811	0.00	0.00	0.00	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2488.087338	2488.087338	2488.087338	2488.087338	2546.620570	2546.620570	2488.087338	2546.620570	2488.087338
2488.087338	2488.087338	2745.238832	2488.087338	2745.238832	0.00	2745.238832	0.00	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2745.238832	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	83.902445	2488.087338	2488.087338	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2488.087338	2745.238832	2488.087338	2488.087338	2488.087338	0.00	0.00	0.00	83.902445	83.902445	0.00	0.00	0.00	0.00	0.00	83.902445	83.902445	0.00	83.902445	0.00
2488.087338	2488.087338	2745.238832	2488.087338	2745.238832	0.00	2745.238832	0.00	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2745.238832	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	83.902445	2488.087338	2488.087338	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2488.087338	2745.238832	2488.087338	2488.087338	2488.087338	0.00	0.00	0.00	83.902445	83.902445	0.00	0.00	0.00	0.00	0.00	83.902445	83.902445	0.00	83.902445	0.00
2488.087338	2488.087338	2745.238832	2488.087338	2745.238832	0.00	2745.238832	0.00	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2745.238832	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	83.902445	2488.087338	2488.087338	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2488.087338	2745.238832	2488.087338	2488.087338	2488.087338	0.00	0.00	0.00	83.902445	83.902445	0.00	0.00	0.00	0.00	0.00	83.902445	83.902445	0.00	83.902445	0.00
2546.620570	2546.620570	2802.687717	2546.620570	2802.687717	83.902445	2802.687717	83.902445	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2802.687717	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2265.208613	2265.208613	2265.208613	2265.208613	3265.882895	0.00	2546.620570	2546.620570	2802.687717	2802.687717	2546.620570	2802.687717	2802.687717	2802.687717	2802.687717	2546.620570	2802.687717	2802.687717	2802.687717	2546.620570	2546.620570	2802.687717	2802.687717	2802.687717	2802.687717	2546.620570	2546.620570	2546.620570	2802.687717	2546.620570	2546.620570	2546.620570	83.902445	83.902445	83.902445	0.00	0.00	83.902445	83.902445	83.902445	83.902445	83.902445	0.00	0.00	83.902445	0.00	83.902445
2546.620570	2546.620570	2802.687717	2546.620570	2802.687717	83.902445	2802.687717	83.902445	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2802.687717	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2265.208613	2265.208613	2265.208613	2265.208613	3265.882895	0.00	2546.620570	2546.620570	2802.687717	2802.687717	2546.620570	2802.687717	2802.687717	2802.687717	2802.687717	2546.620570	2802.687717	2802.687717	2802.687717	2546.620570	2546.620570	2802.687717	2802.687717	2802.687717	2802.687717	2546.620570	2546.620570	2546.620570	2802.687717	2546.620570	2546.620570	2546.620570	83.902445	83.902445	83.902445	0.00	0.00	83.902445	83.902445	83.902445	83.902445	83.902445	0.00	0.00	83.902445	0.00	83.902445
2488.087338	2488.087338	2745.238832	2488.087338	2745.238832	0.00	2745.238832	0.00	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2745.238832	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	83.902445	2488.087338	2488.087338	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2488.087338	2745.238832	2488.087338	2488.087338	2488.087338	0.00	0.00	0.00	83.902445	83.902445	0.00	0.00	0.00	0.00	0.00	83.902445	83.902445	0.00	83.902445	0.00
2488.087338	2488.087338	2745.238832	2488.087338	2745.238832	0.00	2745.238832	0.00	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2745.238832	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	83.902445	2488.087338	2488.087338	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2488.087338	2745.238832	2488.087338	2488.087338	2488.087338	0.00	0.00	0.00	83.902445	83.902445	0.00	0.00	0.00	0.00	0.00	83.902445	83.902445	0.00	83.902445	0.00
2488.087338	2488.087338	2745.238832	2488.087338	2745.238832	0.00	2745.238832	0.00	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2745.238832	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	83.902445	2488.087338	2488.087338	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2488.087338	2745.238832	2488.087338	2488.087338	2488.087338	0.00	0.00	0.00	83.902445	83.902445	0.00	0.00	0.00	0.00	0.00	83.902445	83.902445	0.00	83.902445	0.00
2488.087338	2488.087338	2745.238832	2488.087338	2745.238832	0.00	2745.238832	0.00	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2745.238832	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	83.902445	2488.087338	2488.087338	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2488.087338	2745.238832	2488.087338	2488.087338	2488.087338	0.00	0.00	0.00	83.902445	83.902445	0.00	0.00	0.00	0.00	0.00	83.902445	83.902445	0.00	83.902445	0.00
2488.087338	2488.087338	2745.238832	2488.087338	2745.238832	0.00	2745.238832	0.00	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2745.238832	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	83.902445	2488.087338	2488.087338	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2488.087338	2745.238832	2488.087338	2488.087338	2488.087338	0.00	0.00	0.00	83.902445	83.902445	0.00	0.00	0.00	0.00	0.00	83.902445	83.902445	0.00	83.902445	0.00
2546.620570	2546.620570	2802.687717	2546.620570	2802.687717	83.902445	2802.687717	83.902445	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2802.687717	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2265.208613	2265.208613	2265.208613	2265.208613	3265.882895	0.00	2546.620570	2546.620570	2802.687717	2802.687717	2546.620570	2802.687717	2802.687717	2802.687717	2802.687717	2546.620570	2802.687717	2802.687717	2802.687717	2546.620570	2546.620570	2802.687717	2802.687717	2802.687717	2802.687717	2546.620570	2546.620570	2546.620570	2802.687717	2546.620570	2546.620570	2546.620570	83.902445	83.902445	83.902445	0.00	0.00	83.902445	83.902445	83.902445	83.902445	83.902445	0.00	0.00	83.902445	0.00	83.902445
2546.620570	2546.620570	2802.687717	2546.620570	2802.687717	83.902445	2802.687717	83.902445	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2802.687717	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2265.208613	2265.208613	2265.208613	2265.208613	3265.882895	0.00	2546.620570	2546.620570	2802.687717	2802.687717	2546.620570	2802.687717	2802.687717	2802.687717	2802.687717	2546.620570	2802.687717	2802.687717	2802.687717	2546.620570	2546.620570	2802.687717	2802.687717	2802.687717	2802.687717	2546.620570	2546.620570	2546.620570	2802.687717	2546.620570	2546.620570	2546.620570	83.902445	83.902445	83.902445	0.00	0.00	83.902445	83.902445	83.902445	83.902445	83.902445	0.00	0.00	83.902445	0.00	83.902445
2488.087338	2488.087338	2745.238832	2488.087338	2745.238832	0.00	2745.238832	0.00	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2745.238832	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	83.902445	2488.087338	2488.087338	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2488.087338	2745.238832	2488.087338	2488.087338	2488.087338	0.00	0.00	0.00	83.902445	83.902445	0.00	0.00	0.00	0.00	0.00	83.902445	83.902445	0.00	83.902445	0.00
2546.620570	2546.620570	2802.687717	2546.620570	2802.687717	83.902445	2802.687717	83.902445	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2802.687717	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2265.208613	2265.208613	3265.882895	2265.208613	2265.208613	2265.208613	2265.208613	2265.208613	2265.208613	3265.882895	0.00	2546.620570	2546.620570	2802.687717	2802.687717	2546.620570	2802.687717	2802.687717	2802.687717	2802.687717	2546.620570	2802.687717	2802.687717	2802.687717	2546.620570	2546.620570	2802.687717	2802.687717	2802.687717	2802.687717	2546.620570	2546.620570	2546.620570	2802.687717	2546.620570	2546.620570	2546.620570	83.902445	83.902445	83.902445	0.00	0.00	83.902445	83.902445	83.902445	83.902445	83.902445	0.00	0.00	83.902445	0.00	83.902445
2488.087338	2488.087338	2745.238832	2488.087338	2745.238832	0.00	2745.238832	0.00	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2745.238832	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	2316.711720	3305.122558	83.902445	2488.087338	2488.087338	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2745.238832	2745.238832	2745.238832	2745.238832	2488.087338	2488.087338	2488.087338	2745.238832	2488.087338	2488.087338	2488.087338	0.00	0.00	0.00	83.902445	83.902445	0.00	0.00	0.00	0.00	0.00	83.902445	83.902445	0.00	83.902445	0.00
